Martens, Sandy
Galtier, Christophe
Jambay, Hamada
Alonzo, Jérôme
Marquet, Jean-Christophe
Spinosi, Laurent
Asuar, Ludovic
Ben Slimane, Mehdi
Robin, Martial
Echouafni, Olivier
Franceschini, Ivan
Durand, Eric
Dubois, Didier
David, Laurent
Mendy, Frédéric
Bouisset, Guillaume
Vandevoorde, Olivier
Ichoua, Olivier
Salam Sow
Flachez, Maxence
Boinahéri, Abassi
Odet, Stéphane
Holthe, Bård
Loren
Cuéllar, Crescencio
José María
Manolo
Reyes, Antonio
Tejero, Antonio
Luis Sierra
Momparlet
Iru
Félix
Correa, Carlos Gabriel
Mariano
Mendiondo
Virgilio
Ortega, Urbano
Paco Leal
Toribio
Lluis
Rodri
Peralta, José Emiliano
Ángel Luis
Guille
Macías, Carlos
Kastendeuch, Sylvain
Gaillot, Philippe
Isaías
Letizi, Lionel
Pierre, Pascal
Pirès, Robert
Serredszum, Cyril
Lang, Didier
Blanchard, Jocelyn
Biancarelli, André
Arpinon, Frédéric
Kachloul, Hassan
Strasser, Jeff
Song, Rigobert
Eggimann, Christophe
Léoni, Stéphane
Tumba, Zico
Neumann, Didier
Ziege, Christian
Vierchowod, Pietro
Sennewald, Marcus
Rosengren, Patrik
Asper, Mattias
Andersson, Jonas
Manovic, Zoran
Ekeberg, Herman
Rotevatn, Anders
Nilsen, Tor Christian
Hansen, Bjørn Tore
Ellefsen, Christer
Billio, Patrizio
Verspaille, Claude
de Koeyer, Erik
Dauwe, Laurent
Delbeeke, Fabien
Vidovic, Gordan
Mpenza, Emile
Besengez, Olivier
Lenie, Danny
Dugardein, Steve
Mpenza, Mbo
De Buyser, Marc
Jonaïtis, Vincas
Berg Hestad, Daniel
Rekdal, Sindre
Strande, Trond
Hasselgård, Anders
Bakke, Morten
Stavrum, Arild
Fostervold, Knut Anders
Skuseth, Bjarte
Singsaas, Petter Christian
Lund, Andreas
Andersen, Trond
Olsen, Odd Inge
Sonny Anderson
Scifo, Enzo
Barthez, Fabien
Dumas, Franck
Ikpeba, Victor
Benarbia, Ali
Léonard, Philippe
Collins, John
Legwinski, Sylvain
Viaud, Laurent
Henry, Thierry
Dos Santos, Manuel
Clément, Bruno
Trezeguet, David
Martin, Lilian
Benassi, Andrea
Guerzoni, Daniele
Blanc, Serge
Ferhaoui, Kader
Baills, Pascal
Sanchez, Christophe
Martini, Bruno
Fugier, Pascal
Laurey, Thierry
Thétis, Jean-Manuel
Lefèvre, Fabien
Sauzée, Franck
Alicarte, Hervé
Martin, Frédéric
Rizzetto, Franck
Flucklinger, Philippe
Rouvière, Jean-Christophe
Delaye, Philippe
Robert, Laurent
Bakayoko, Ibrahima
Javary, Jean-Phillippe
Giraldi, Daniele
Tognon, Simone
Elia, Firmino
Sylte, Tommy
Andresen, Martin
Pereira, Thomas
Kollnes, Sigbjørn
Czwartek, Pål André
Sandem, Thomas
Hagen, Knut Helge
Hansen, Rino André
Juliussen, Anders
Nyhaug, Andreas
Leinar, Daniel
Hallengren, Anton
Rosén, Mikael
Leinar, David
Ravera, Alain
Chaumin, Franck
Colling, Eric
Vareille, Jérôme
Szklarek, Jean-François
Amzine, Gharib
Milazzo, Hervé
Gallou, Bertrand
Richter, Gabriel
Milliet, Christophe
Borimirov, Daniel
Nowak, Piotr
Meier, Bernd
Heldt, Horst
Cerny, Harald
Hamann, Matthias
Stevic, Miroslav
Jeremies, Jens
